oem,model,brand_group,price_eur,price_tier,launch_year,phone_age,launch_status_group,body_weight_g,display_size_in,screen_to_body_pct,ppi,aspect_ratio,battery_capacity_mah,fast_charging_w,battery_per_inch,battery_per_weight,ram_gb,storage_gb,has_card_slot,main_camera_count,main_camera_max_mp,selfie_camera_count,selfie_camera_max_mp,has_ois,has_ultrawide,has_telephoto,network_generation,has_5g,has_4g_or_more,display_panel,battery_type,os_family,has_wifi,has_bluetooth,has_gps,has_nfc,has_radio,has_usb,has_3_5mm_jack,sensor_count,has_fingerprint,has_face_id,has_accelerometer,has_gyro,has_proximity,has_compass,has_barometer,spec_score_0_100,value_score,price_per_ram_gb,price_per_storage_gb,battery_per_eur,cluster,segment,performance_to_price_ratio,segment_mean_value_score,segment_median_price_eur,value_score_lift_vs_segment,price_discount_vs_segment_median,expected_market_price_eur,market_price_gap_eur,market_price_discount_ratio,market_underpricing_z_in_segment,segment_median_performance_to_price_ratio,market_underpriced_outlier,value_z_in_segment,zscore_value_outlier,isolation_raw_outlier,isolation_value_outlier,is_value_outlier
Blackview,A10,Other,70.0,budget,2017.0,9.0,Available,169.0,5.0,68.5,294.0,1.7777777777777777,2800.0,,560.0,16.568047337278106,2.0,16.0,1,2.0,8.0,1.0,5.0,0,0,0,3.0,0,0,IPS LCD,Li-Po,Android,1,1,1,0,0,1,1,2.0,1,0,1,0,0,0,0,27.368533947879275,39.09790563982754,35.0,4.375,40.0,1,Entry,0.39097905639827535,19.55453646636535,180.0,1.9994289154886198,0.6111111111111112,108.49224363153908,38.49224363153908,0.35479258556276416,1.0710184268237979,0.1772637802030422,False,2.0953640176246062,True,False,False,True
BlackBerry,Q5,Other,70.0,budget,2013.0,13.0,Available,120.0,3.1,39.1,328.0,1.0,2180.0,,703.2258064516129,18.166666666666668,2.0,8.0,1,1.0,5.0,1.0,2.0,0,0,0,4.0,0,1,IPS LCD,Li-Ion,BlackBerry,1,1,1,1,1,1,1,4.0,0,0,1,1,1,1,0,27.331738353534313,39.04534050504902,35.0,8.75,31.142857142857142,1,Entry,0.3904534050504902,19.55453646636535,180.0,1.9967407855567785,0.6111111111111112,189.27012120065422,119.27012120065422,0.6301582122104223,1.9346673246804134,0.1772637802030422,True,2.0897281883559224,True,True,True,True
Coolpad,Mega,Other,80.0,budget,2016.0,10.0,Available,143.0,5.5,93.2,233.0,1.7777777777777777,2500.0,,454.54545454545456,17.482517482517483,3.0,16.0,1,1.0,8.0,1.0,8.0,0,0,0,4.0,0,1,IPS LCD,Li-Ion,Android,1,1,1,0,1,1,1,2.0,0,0,1,0,1,0,0,31.229611912230215,39.03701489028777,26.666666666666668,5.0,31.25,1,Entry,0.3903701489028777,19.55453646636535,180.0,1.996315021705226,0.5555555555555556,153.36094084539667,73.36094084539667,0.4783547912590854,1.4585554047157616,0.1772637802030422,False,2.0888355483284795,True,False,False,True
Infinix,Hot 9 Play,Other,100.0,budget,2020.0,6.0,Available,209.0,6.82,82.4,263.0,2.2777777777777777,6000.0,,879.7653958944281,28.708133971291865,4.0,64.0,1,2.0,13.0,1.0,8.0,0,0,0,4.0,0,1,IPS LCD,Li-Po,Android,1,1,1,0,1,1,1,5.0,1,0,1,1,1,1,0,38.94921306558929,38.94921306558929,25.0,1.5625,60.0,1,Entry,0.3894921306558929,19.55453646636535,180.0,1.9918249216791013,0.4444444444444444,290.3179871938775,190.3179871938775,0.6555501057079908,2.014305735257081,0.1772637802030422,True,2.0794217782399116,True,True,True,True
Motorola,Moto E5 Play,Motorola,80.0,budget,2018.0,8.0,Available,150.0,5.2,66.7,282.0,1.7777777777777777,2800.0,10.0,538.4615384615385,18.666666666666668,2.0,16.0,1,1.0,8.0,1.0,5.0,0,0,0,4.0,0,1,IPS LCD,Li-Ion,Android,1,1,1,0,1,1,1,4.0,1,0,1,0,1,1,0,31.084842794409408,38.85605349301176,40.0,5.0,35.0,1,Entry,0.3885605349301176,19.55453646636535,180.0,1.9870608316308522,0.5555555555555556,136.25949928848877,56.25949928848877,0.41288497009207475,1.2532177248385725,0.1772637802030422,False,2.0694335712657876,True,False,False,True
Panasonic,Eluga Ray 600,Other,88.0,budget,2018.0,8.0,Available,158.0,5.99,77.4,269.0,2.0,4000.0,,667.779632721202,25.31645569620253,3.0,32.0,1,1.0,13.0,1.0,8.0,0,0,0,4.0,0,1,IPS LCD,Li-Ion,Android,1,1,1,0,1,1,1,3.0,1,0,1,0,1,0,0,34.14351248219162,38.79944600249047,29.333333333333332,2.75,45.45454545454545,1,Entry,0.38799446002490473,19.55453646636535,180.0,1.9841659795529902,0.5111111111111111,143.43136619952153,55.431366199521534,0.38646613825328285,1.1703584541372707,0.1772637802030422,False,2.0633643363394274,True,False,False,True
BLU,Studio Mega 2019,Other,83.7,budget,2019.0,7.0,Available,181.0,6.0,73.8,268.0,2.0,3000.0,,500.0,16.574585635359117,2.0,32.0,1,1.0,13.0,1.0,8.0,0,0,0,4.0,0,1,IPS LCD,Li-Po,Android,1,1,1,0,1,1,1,2.0,0,0,1,0,1,0,0,32.4029079442969,38.71315166582664,41.85,2.615625,35.842293906810035,1,Entry,0.3871315166582664,19.55453646636535,180.0,1.9797529710006139,0.535,130.67828665921252,46.978286659212515,0.35949573460298084,1.085769249337444,0.1772637802030422,False,2.0541121932536948,True,False,False,True
Nokia,2.2,Nokia,87.0,budget,2019.0,7.0,Available,153.0,5.71,79.0,295.0,2.111111111111111,3000.0,,525.3940455341506,19.607843137254903,3.0,32.0,1,1.0,13.0,1.0,5.0,0,0,0,4.0,0,1,IPS LCD,Li-Ion,Android,1,1,1,0,1,1,1,2.0,0,0,1,0,1,0,0,33.546176641205406,38.55882372552345,29.0,2.71875,34.48275862068966,1,Entry,0.38558823725523456,19.55453646636535,180.0,1.9718607900446172,0.5166666666666667,122.61216817141413,35.612168171414126,0.29044562788929434,0.8692024639831393,0.1772637802030422,False,2.0375657518415085,True,False,False,True
ZTE,Blade A7 Prime,ZTE,90.0,budget,2019.0,7.0,Available,165.0,6.09,79.7,282.0,2.1666666666666665,3200.0,,525.4515599343185,19.39393939393939,3.0,32.0,1,1.0,16.0,1.0,5.0,0,0,0,4.0,0,1,IPS LCD,Li-Po,Android,1,1,1,0,1,1,1,3.0,1,0,1,0,1,0,0,34.256434655817124,38.06270517313014,30.0,2.8125,35.55555555555556,1,Entry,0.3806270517313014,19.55453646636535,180.0,1.9464897691949714,0.5,145.15753705354214,55.15753705354214,0.37998396895641035,1.150027963229169,0.1772637802030422,False,1.9843738505918225,True,False,False,True
Blackview,A7 Pro,Other,80.0,budget,2017.0,9.0,Available,176.0,5.0,67.9,294.0,1.7777777777777777,2800.0,,560.0,15.909090909090908,2.0,16.0,1,2.0,8.0,1.0,5.0,0,0,0,4.0,0,1,IPS LCD,Li-Po,Android,1,1,1,0,0,1,1,2.0,1,0,1,0,0,0,0,30.40167380932844,38.00209226166055,40.0,5.0,35.0,1,Entry,0.38002092261660547,19.55453646636535,180.0,1.9433900837806,0.5555555555555556,109.03999352234094,29.039993522340936,0.2663242410812415,0.793548834352002,0.1772637802030422,False,1.9778751700127695,True,False,False,True
Micromax,Canvas 6,Other,90.0,budget,2016.0,10.0,Available,162.0,5.5,72.2,401.0,1.7777777777777777,3000.0,,545.4545454545455,18.51851851851852,3.0,32.0,1,1.0,13.0,1.0,8.0,0,0,0,4.0,0,1,IPS LCD,Li-Ion,Android,1,1,1,0,1,1,1,4.0,1,0,1,0,1,1,0,34.15002662446571,37.94447402718412,30.0,2.8125,33.333333333333336,1,Entry,0.3794447402718412,19.55453646636535,180.0,1.9404435432386886,0.5,204.71307727659482,114.71307727659482,0.5603602798740701,1.7157550803715287,0.1772637802030422,True,1.9716975670514076,True,True,True,True
Micromax,Bharat 5 Pro,Other,88.0,budget,2018.0,8.0,Available,170.0,5.2,67.8,282.0,1.7777777777777777,5000.0,,961.5384615384615,29.41176470588235,3.0,32.0,1,1.0,13.0,1.0,5.0,0,0,0,4.0,0,1,Other,Li-Po,Android,1,1,1,0,1,1,1,1.0,0,0,1,0,0,0,0,33.3892995288547,37.94238582824398,29.333333333333332,2.75,56.81818181818182,1,Entry,0.3794238582824398,19.55453646636535,180.0,1.9403367547733248,0.5111111111111111,142.6574828878713,54.65748288787131,0.3831378612703552,1.1599197411320885,0.1772637802030422,False,1.9714736784842941,True,False,False,True
Panasonic,Eluga I2 Activ,Other,79.19999999999999,budget,2017.0,9.0,Available,133.0,5.0,67.7,294.0,1.7777777777777777,2200.0,,440.0,16.541353383458645,2.0,16.0,1,1.0,8.0,1.0,5.0,0,0,0,4.0,0,1,IPS LCD,Li-Ion,Android,1,1,1,0,1,1,1,2.0,0,0,1,0,1,0,0,29.957961363483463,37.825708792277105,39.599999999999994,4.949999999999999,27.777777777777786,1,Entry,0.3782570879227711,19.55453646636535,180.0,1.9343700044917436,0.56,96.94334298616393,17.74334298616394,0.18302796705387317,0.5323007761426601,0.1772637802030422,False,1.95896402057024,True,False,False,True
Infinix,S5 lite,Other,100.0,budget,2019.0,7.0,Available,178.0,6.6,84.4,266.0,2.2222222222222223,4000.0,,606.0606060606061,22.471910112359552,4.0,64.0,1,3.0,16.0,1.0,16.0,0,0,0,4.0,0,1,IPS LCD,Li-Po,Android,1,1,1,0,1,1,1,4.0,1,0,1,0,1,1,0,37.69811163945329,37.69811163945329,25.0,1.5625,40.0,1,Entry,0.37698111639453286,19.55453646636535,180.0,1.927844810041684,0.4444444444444444,166.3395130352482,66.33951303524819,0.3988199305428441,1.2091045359381085,0.1772637802030422,False,1.9452835502068484,True,False,False,True
Honor,Play 3e,Honor,90.0,budget,2019.0,7.0,Available,146.0,5.71,78.1,295.0,2.111111111111111,3020.0,,528.8966725043783,20.684931506849313,3.0,64.0,1,1.0,13.0,1.0,5.0,0,0,0,4.0,0,1,IPS LCD,Li-Po,Android,1,1,1,0,1,1,1,2.0,0,0,1,0,1,0,0,33.83876454137517,37.59862726819463,30.0,1.40625,33.55555555555556,1,Entry,0.37598627268194634,19.55453646636535,180.0,1.9227572759326668,0.5,112.49214629457788,22.49214629457788,0.19994414752900844,0.5853562021272106,0.1772637802030422,False,1.9346172229220702,True,False,False,True
alcatel,1S (2020),alcatel,94.6,budget,2020.0,6.0,Available,165.0,6.22,81.6,270.0,2.111111111111111,4000.0,,643.0868167202573,24.24242424242424,3.0,32.0,1,3.0,13.0,1.0,5.0,0,1,0,4.0,0,1,IPS LCD,Li-Po,Android,1,1,1,0,1,1,1,4.0,1,0,1,0,1,1,0,35.533788550909875,37.562144345570694,31.53333333333333,2.95625,42.28329809725159,1,Entry,0.37562144345570697,19.55453646636535,180.0,1.9208915747084678,0.4744444444444445,161.27937485784724,66.67937485784725,0.4134401867357119,1.2549590904846282,0.1772637802030422,False,1.9307056658796033,True,False,False,True
alcatel,Fierce 4,alcatel,80.0,budget,2016.0,10.0,Available,163.9,5.5,71.8,267.0,1.7777777777777777,2500.0,,454.54545454545456,15.25320317266626,2.0,16.0,1,1.0,8.0,1.0,5.0,0,0,0,4.0,0,1,IPS LCD,Li-Ion,Android,1,1,1,0,1,1,1,3.0,0,0,1,0,1,1,0,29.95777184155405,37.447214801942565,40.0,5.0,31.25,1,Entry,0.37447214801942563,19.55453646636535,180.0,1.9150141894876107,0.5555555555555556,139.73454938728494,59.73454938728494,0.427485898435369,1.2990116600689292,0.1772637802030422,False,1.918383367296235,True,False,False,True
ZTE,Blade A520,ZTE,80.0,budget,2017.0,9.0,Available,130.0,5.0,67.4,294.0,1.7777777777777777,2400.0,,480.0,18.46153846153846,2.0,16.0,1,1.0,8.0,1.0,8.0,0,0,0,4.0,0,1,IPS LCD,Li-Ion,Android,1,1,1,0,1,1,1,1.0,0,0,1,0,0,0,0,29.94680180030569,37.43350225038211,40.0,5.0,30.0,1,Entry,0.3743350225038211,19.55453646636535,180.0,1.9143129429209105,0.5555555555555556,91.89252596628768,11.892525966287678,0.12941777191597337,0.36415928910089324,0.1772637802030422,False,1.9169131608607646,True,False,False,True
Infinix,Hot 9 Pro,Other,110.0,budget,2020.0,6.0,Available,185.0,6.6,83.0,266.0,2.2222222222222223,5000.0,,757.5757575757576,27.027027027027028,4.0,64.0,1,4.0,48.0,1.0,8.0,0,0,0,4.0,0,1,IPS LCD,Li-Po,Android,1,1,1,0,1,1,1,5.0,1,0,1,1,1,1,0,40.96779642698111,37.243451297255554,27.5,1.71875,45.45454545454545,0,Mid-range,0.37243451297255553,13.739315788095876,300.0,2.7107209610484615,0.6333333333333333,165.33199152210892,55.33199152210892,0.3346720196902103,0.9656447113842354,0.12542345316532752,False,4.182290988006178,True,True,True,True
TECNO,Camon 12 Pro,Other,110.0,budget,2019.0,7.0,Available,161.0,6.35,81.3,276.0,2.2222222222222223,3500.0,,551.1811023622048,21.73913043478261,6.0,64.0,1,3.0,16.0,1.0,32.0,0,0,0,4.0,0,1,AMOLED,Li-Po,Android,1,1,1,0,1,1,1,4.0,1,0,1,0,1,0,0,40.85259129543346,37.138719359484966,18.333333333333332,1.71875,31.818181818181817,1,Entry,0.3713871935948497,19.55453646636535,180.0,1.8992380322266997,0.3888888888888889,186.00565348327368,76.00565348327368,0.4086201255711208,1.2398415881184845,0.1772637802030422,False,1.885307686026058,True,False,False,True
Coolpad,Note 6,Other,99.0,budget,2018.0,8.0,Available,170.0,5.5,71.0,401.0,1.7777777777777777,4070.0,,740.0,23.941176470588236,4.0,64.0,1,1.0,13.0,2.0,8.0,0,0,0,4.0,0,1,IPS LCD,Li-Ion,Android,1,1,1,0,1,1,1,3.0,1,0,1,0,1,0,0,36.718052422347654,37.0889418407552,24.75,1.546875,41.111111111111114,1,Entry,0.3708894184075521,19.55453646636535,180.0,1.8966924582717564,0.45,183.35351083737407,84.35351083737407,0.46005942538068806,1.4011743409674562,0.1772637802030422,False,1.879970734106088,True,False,False,True
Realme,3,Realme,99.0,budget,2019.0,7.0,Available,175.0,6.22,81.8,270.0,2.111111111111111,4230.0,10.0,680.0643086816721,24.17142857142857,4.0,64.0,1,1.0,13.0,1.0,13.0,0,0,0,4.0,0,1,IPS LCD,Li-Ion,Android,1,1,1,0,1,1,1,4.0,1,0,1,0,1,1,0,36.68552233142769,37.056083163058275,24.75,1.546875,42.72727272727273,1,Entry,0.37056083163058273,19.55453646636535,180.0,1.8950120974126052,0.45,166.13477786660113,67.13477786660113,0.40409827929289666,1.2256593984167092,0.1772637802030422,False,1.8764477545061147,True,False,False,True
vivo,Y90,vivo,90.0,budget,2019.0,7.0,Available,163.5,6.22,82.9,270.0,2.111111111111111,4030.0,,647.9099678456591,24.648318042813457,2.0,32.0,1,1.0,8.0,1.0,5.0,0,0,0,4.0,0,1,IPS LCD,Li-Po,Android,1,1,1,0,1,1,1,3.0,0,0,1,0,1,1,0,33.31226326444273,37.01362584938081,45.0,2.8125,44.77777777777778,1,Entry,0.3701362584938081,19.55453646636535,180.0,1.8928408716333343,0.5,108.5136611186411,18.513661118641096,0.17061133987912894,0.49335762080001583,0.1772637802030422,False,1.8718956464957126,True,False,False,True
Yezz,Max 1 Plus,Other,83.7,budget,2019.0,7.0,Available,104.9,5.45,72.7,295.0,2.0,2000.0,,366.9724770642202,19.06577693040991,2.0,16.0,1,2.0,8.0,1.0,8.0,0,0,0,4.0,0,1,LCD/TFT,Li-Ion,Android,1,1,1,0,1,1,1,1.0,0,0,1,0,0,0,0,30.94892399663232,36.976014332894046,41.85,5.23125,23.894862604540023,1,Entry,0.36976014332894047,19.55453646636535,180.0,1.8909174552152845,0.535,77.38532018083902,-6.314679819160986,-0.08160048707434994,-0.29767236005336206,0.1772637802030422,False,1.8678630860095875,True,False,False,True
Xiaomi,Redmi 7A,Xiaomi,92.0,budget,2019.0,7.0,Available,165.0,5.45,74.4,295.0,2.0,4000.0,10.0,733.9449541284404,24.24242424242424,3.0,32.0,1,1.0,13.0,1.0,5.0,0,0,0,4.0,0,1,IPS LCD,Li-Po,Android,1,1,1,0,1,1,1,3.0,0,0,1,0,1,1,0,33.96575799160178,36.91930216478454,30.666666666666668,2.875,43.47826086956522,1,Entry,0.3691930216478454,19.55453646636535,180.0,1.8880172500272425,0.4888888888888889,111.00197209296991,19.001972092969908,0.17118589638258652,0.4951596434308303,0.1772637802030422,False,1.8617826279594218,True,False,False,True
Micromax,Canvas 5 Lite Q462,Other,80.0,budget,2016.0,10.0,Available,151.0,5.0,65.1,294.0,1.7777777777777777,2000.0,,400.0,13.245033112582782,2.0,16.0,1,1.0,8.0,1.0,5.0,0,0,0,4.0,0,1,Other,Li-Ion,Android,1,1,1,0,1,1,1,2.0,0,0,1,0,1,0,0,29.173967876598013,36.46745984574752,40.0,5.0,25.0,1,Entry,0.3646745984574752,19.55453646636535,180.0,1.8649104727423804,0.5555555555555556,140.53131896566055,60.531318965660546,0.4307318782118002,1.3091922584628122,0.1772637802030422,False,1.8133378522123695,True,False,False,True
Panasonic,P99,Other,81.94999999999999,budget,2017.0,9.0,Available,145.0,5.0,66.4,294.0,1.7777777777777777,2000.0,,400.0,13.79310344827586,2.0,16.0,1,1.0,8.0,1.0,5.0,0,0,0,4.0,0,1,IPS LCD,Li-Ion,Android,1,1,1,0,1,1,1,2.0,0,0,1,0,1,0,0,29.758742091469475,36.31329114273274,40.974999999999994,5.121874999999999,24.40512507626602,1,Entry,0.3631329114273274,19.55453646636535,180.0,1.857026435026633,0.5447222222222223,95.45189407357621,13.501894073576224,0.1414523431370434,0.4019041750468548,0.1772637802030422,False,1.7968084836028013,True,False,False,True
Honor,9S,Honor,90.0,budget,2020.0,6.0,Available,144.0,5.45,73.8,295.0,2.0,3020.0,,554.1284403669724,20.97222222222222,2.0,32.0,1,1.0,8.0,1.0,5.0,0,0,0,4.0,0,1,Other,Li-Po,Android,1,1,1,0,1,1,1,2.0,0,0,1,0,1,0,0,32.56637422012438,36.18486024458264,45.0,2.8125,33.55555555555556,1,Entry,0.36184860244582645,19.55453646636535,180.0,1.8504586036504709,0.5,92.12400324866366,2.124003248663655,0.0230559156545823,0.03056899661434422,0.1772637802030422,False,1.7830386223088566,True,False,False,True
BlackBerry,Leap,Other,80.0,budget,2015.0,11.0,Available,170.0,5.0,65.7,294.0,1.7777777777777777,2800.0,,560.0,16.470588235294116,2.0,16.0,1,1.0,8.0,1.0,2.0,0,0,0,4.0,0,1,IPS LCD,Li-Ion,BlackBerry,1,1,1,0,1,1,1,2.0,0,0,1,0,1,0,0,28.939084773871325,36.17385596733916,40.0,5.0,35.0,1,Entry,0.3617385596733916,19.55453646636535,180.0,1.8498958556015765,0.5555555555555556,139.8864124846832,59.886412484683206,0.42810742959928605,1.3009610126850686,0.1772637802030422,False,1.7818587865102644,True,False,False,True
Asus,Pegasus,Asus,80.0,budget,2014.0,12.0,Available,140.0,5.0,64.7,294.0,1.7777777777777777,2500.0,,500.0,17.857142857142858,2.0,16.0,1,1.0,8.0,1.0,5.0,0,0,0,4.0,0,1,IPS LCD,Li-Po,Android,1,1,1,0,0,1,1,3.0,0,0,1,0,1,1,0,28.919777092464027,36.149721365580035,40.0,5.0,31.25,1,Entry,0.36149721365580034,19.55453646636535,180.0,1.8486616355114898,0.5555555555555556,169.67324763238622,89.67324763238622,0.5285055180099584,1.615846713774172,0.1772637802030422,False,1.7792711683950404,True,True,True,True
Meizu,C9,Other,90.0,budget,2018.0,8.0,Available,150.0,5.45,73.6,295.0,2.0,3000.0,,550.4587155963303,20.0,2.0,16.0,1,1.0,13.0,1.0,8.0,0,0,0,4.0,0,1,IPS LCD,Li-Ion,Android,1,1,1,0,0,1,1,3.0,0,0,1,0,1,1,0,32.48268430952507,36.09187145502786,45.0,5.625,33.333333333333336,1,Entry,0.3609187145502786,19.55453646636535,180.0,1.8457032472801103,0.5,92.86472649224004,2.864726492240038,0.030848381300939063,0.055009063622681514,0.1772637802030422,False,1.7730687260260738,True,False,False,True
YU,Yunique Plus,Other,80.0,budget,2016.0,10.0,Available,128.0,4.7,,312.0,1.7777777777777777,2000.0,,425.531914893617,15.625,2.0,8.0,1,1.0,8.0,1.0,2.0,0,0,0,4.0,0,1,IPS LCD,Li-Po,Android,1,1,1,0,1,1,1,2.0,0,0,1,0,1,0,0,28.758625296364627,35.94828162045579,40.0,10.0,25.0,1,Entry,0.35948281620455785,19.55453646636535,180.0,1.8383602026204198,0.5555555555555556,232.95921970454847,152.95921970454847,0.6565922563551666,2.0175743068242418,0.1772637802030422,True,1.7576735825383512,True,True,True,True
Xiaomi,Redmi 6A,Xiaomi,90.0,budget,2018.0,8.0,Available,145.0,5.45,72.7,295.0,2.0,3000.0,,550.4587155963303,20.689655172413794,2.0,32.0,1,1.0,13.0,1.0,5.0,0,0,0,4.0,0,1,IPS LCD,Li-Ion,Android,1,1,1,0,1,1,1,3.0,0,0,1,0,1,1,0,32.28816450697045,35.87573834107828,45.0,2.8125,33.333333333333336,1,Entry,0.35875738341078284,19.55453646636535,180.0,1.8346504097801606,0.5,101.6154457955517,11.615445795551693,0.11430787617584973,0.3167690430431174,0.1772637802030422,False,1.7498957743222265,True,False,False,True
YU,Yureka Black,Other,99.0,budget,2017.0,9.0,Available,152.0,5.0,69.7,441.0,1.7777777777777777,3000.0,,600.0,19.73684210526316,4.0,32.0,1,1.0,13.0,1.0,8.0,0,0,0,4.0,0,1,IPS LCD,Li-Po,Android,1,1,1,0,1,1,1,3.0,1,0,1,0,1,0,0,35.51177354945666,35.87047833278451,24.75,3.09375,30.303030303030305,0,Mid-range,0.35870478332784506,13.739315788095876,300.0,2.6107907326697943,0.67,216.24788021702634,117.24788021702634,0.5421920441456184,1.5602766817146956,0.12542345316532752,False,3.9379862164545667,True,False,False,True
Realme,Narzo 10A,Realme,100.0,budget,2020.0,6.0,Available,195.0,6.5,83.3,269.0,2.2222222222222223,5000.0,10.0,769.2307692307693,25.64102564102564,3.0,32.0,1,3.0,12.0,1.0,5.0,0,0,0,4.0,0,1,IPS LCD,Li-Po,Android,1,1,1,0,1,1,1,4.0,1,0,1,0,1,1,0,35.66836506533663,35.66836506533663,33.333333333333336,3.125,50.0,1,Entry,0.3566836506533663,19.55453646636535,180.0,1.8240455418970307,0.4444444444444444,137.2638993537059,37.26389935370591,0.27147632792860654,0.8097076926000643,0.1772637802030422,False,1.727662018394613,True,False,False,True
Panasonic,P55 Max,Other,93.5,budget,2017.0,9.0,Available,180.0,5.5,70.7,267.0,1.7777777777777777,5000.0,,909.0909090909092,27.77777777777778,3.0,16.0,1,1.0,13.0,1.0,5.0,0,0,0,4.0,0,1,IPS LCD,Li-Ion,Android,1,1,1,0,1,1,1,2.0,0,0,1,0,1,0,0,33.1054240916512,35.40687068625797,31.166666666666668,5.84375,53.475935828877006,1,Entry,0.3540687068625797,19.55453646636535,180.0,1.8106729733614153,0.48055555555555557,170.1430445934313,76.64304459343131,0.4504624022485034,1.371074511327422,0.1772637802030422,False,1.699625608302307,True,False,False,True
Xiaomi,Redmi Y3,Xiaomi,110.0,budget,2019.0,7.0,Available,180.0,6.26,81.5,269.0,2.111111111111111,4000.0,10.0,638.9776357827476,22.22222222222222,4.0,64.0,1,2.0,12.0,1.0,32.0,0,0,0,4.0,0,1,IPS LCD,Li-Po,Android,1,1,1,0,1,1,1,5.0,1,0,1,1,1,1,0,38.87085915750606,35.33714468864188,27.5,1.71875,36.36363636363637,1,Entry,0.35337144688641875,19.55453646636535,180.0,1.8071072535737833,0.3888888888888889,153.20742073668075,43.207420736680746,0.28201911192631984,0.8427737796451843,0.1772637802030422,False,1.6921498580772063,True,False,False,True
Xiaomi,Redmi Y1 Lite,Xiaomi,90.0,budget,2017.0,9.0,Available,150.0,5.5,71.5,267.0,1.7777777777777777,3080.0,,560.0,20.533333333333335,2.0,16.0,1,1.0,13.0,1.0,5.0,0,0,0,4.0,0,1,IPS LCD,Li-Ion,Android,1,1,1,0,1,1,1,4.0,0,0,1,1,1,1,0,31.73823427109495,35.26470474566106,45.0,5.625,34.22222222222222,1,Entry,0.3526470474566106,19.55453646636535,180.0,1.8034027452564718,0.5,189.69325214497255,99.69325214497255,0.5255498074796159,1.6065765075651026,0.1772637802030422,False,1.6843831291875477,True,False,False,True
Huawei,Y5 (2019),Huawei,92.99,budget,2019.0,7.0,Available,146.0,5.71,78.1,295.0,2.111111111111111,3020.0,,528.8966725043783,20.684931506849313,2.0,32.0,1,1.0,13.0,1.0,5.0,0,0,0,4.0,0,1,IPS LCD,Li-Ion,Android,1,1,1,1,1,1,1,2.0,0,0,1,0,1,0,0,32.598588445573206,35.05601510439102,46.495,2.9059375,32.476610388213786,1,Entry,0.3505601510439102,19.55453646636535,180.0,1.7927305597189118,0.4833888888888889,91.79357437998821,-1.1964256200117802,-0.013033871140686415,-0.08262198139212998,0.1772637802030422,False,1.6620082376687406,True,False,False,True
Motorola,Moto E6 Play,Motorola,93.99,budget,2019.0,7.0,Available,140.0,5.5,74.1,295.0,2.0,3000.0,,545.4545454545455,21.428571428571427,2.0,32.0,1,1.0,13.0,1.0,5.0,0,0,0,4.0,0,1,IPS LCD,Li-Po,Android,1,1,1,0,1,1,1,3.0,1,0,1,0,1,0,0,32.87636357884737,34.9785759962202,46.995,2.9371875,31.91828917969997,1,Entry,0.349785759962202,19.55453646636535,180.0,1.7887703989498738,0.4778333333333334,102.75179662213918,8.761796622139187,0.08527146882268087,0.22570008315304585,0.1772637802030422,False,1.6537055177345332,True,False,False,True
Realme,C2 2020,Realme,100.0,budget,2019.0,7.0,Available,166.0,6.1,80.3,282.0,2.1666666666666665,4000.0,,655.7377049180328,24.096385542168676,3.0,64.0,1,2.0,13.0,1.0,5.0,0,0,0,4.0,0,1,IPS LCD,Li-Po,Android,1,1,1,0,1,1,1,3.0,0,0,1,0,1,1,0,34.947444560204005,34.947444560204005,33.333333333333336,1.5625,40.0,1,Entry,0.34947444560204005,19.55453646636535,180.0,1.7871783675524666,0.4444444444444444,135.15711389429964,35.15711389429964,0.26012033611338026,0.7740910837491777,0.1772637802030422,False,1.6503677262684693,True,False,False,True
Panasonic,Eluga Ray 800,Other,110.0,budget,2019.0,7.0,Available,162.0,5.5,72.5,401.0,1.7777777777777777,4000.0,,727.2727272727273,24.69135802469136,4.0,64.0,1,1.0,13.0,1.0,8.0,0,0,0,4.0,0,1,IPS LCD,Li-Ion,Android,1,1,1,0,1,1,1,4.0,1,0,1,0,1,1,0,37.71759632220395,34.28872392927632,27.5,1.71875,36.36363636363637,0,Mid-range,0.3428872392927632,13.739315788095876,300.0,2.495664591899476,0.6333333333333333,228.5982650598086,118.5982650598086,0.5188064967543805,1.493267273061237,0.12542345316532752,False,3.6565311855110405,True,False,False,True
Vodafone,Smart X9,Other,110.0,budget,2018.0,8.0,Available,153.0,5.7,78.2,427.0,2.0,3100.0,,543.859649122807,20.26143790849673,3.0,32.0,1,1.0,16.0,1.0,8.0,0,0,0,4.0,0,1,IPS LCD,Li-Ion,Android,1,1,1,1,1,1,1,5.0,1,0,1,1,1,1,0,36.52714599260335,33.20649635691213,36.666666666666664,3.4375,28.181818181818183,0,Mid-range,0.33206496356912135,13.739315788095876,300.0,2.4168959261918386,0.6333333333333333,214.77289431205799,104.77289431205799,0.48783108616968396,1.4045097207425645,0.12542345316532752,False,3.4639612175108696,True,False,False,True
