oem,model,brand_group,price_eur,price_tier,launch_year,phone_age,launch_status_group,body_weight_g,display_size_in,screen_to_body_pct,ppi,aspect_ratio,battery_capacity_mah,fast_charging_w,battery_per_inch,battery_per_weight,ram_gb,storage_gb,has_card_slot,main_camera_count,main_camera_max_mp,selfie_camera_count,selfie_camera_max_mp,has_ois,has_ultrawide,has_telephoto,network_generation,has_5g,has_4g_or_more,display_panel,battery_type,os_family,has_wifi,has_bluetooth,has_gps,has_nfc,has_radio,has_usb,has_3_5mm_jack,sensor_count,has_fingerprint,has_face_id,has_accelerometer,has_gyro,has_proximity,has_compass,has_barometer,spec_score_0_100,value_score,price_per_ram_gb,price_per_storage_gb,battery_per_eur,cluster,segment,performance_to_price_ratio,segment_mean_value_score,segment_median_price_eur,value_score_lift_vs_segment,price_discount_vs_segment_median,expected_market_price_eur,market_price_gap_eur,market_price_discount_ratio,market_underpricing_z_in_segment,segment_median_performance_to_price_ratio,market_underpriced_outlier,value_z_in_segment,zscore_value_outlier,isolation_raw_outlier,isolation_value_outlier,is_value_outlier
Micromax,Evok Dual Note E4815,Other,110.0,budget,2017.0,9.0,Available,,5.5,70.9,401.0,1.7777777777777777,3000.0,,545.4545454545455,,3.0,32.0,1,2.0,13.0,1.0,5.0,0,0,0,4.0,0,1,IPS LCD,Li-Po,Android,1,1,1,0,1,1,1,5.0,1,0,1,1,1,1,0,34.77043087592692,31.609482614479017,36.666666666666664,3.4375,27.272727272727273,0,Mid-range,0.3160948261447902,13.739315788095876,300.0,2.300659152318658,0.6333333333333333,200.0450990687011,90.04509906870109,0.4501239944787504,1.2964630766345924,0.12542345316532752,False,3.1797909624467287,True,False,False,True
Realme,1,Realme,130.0,budget,2018.0,8.0,Available,155.0,6.0,78.9,402.0,2.0,3410.0,,568.3333333333334,22.0,6.0,128.0,1,1.0,13.0,1.0,8.0,0,0,0,4.0,0,1,IPS LCD,Li-Ion,Android,1,1,1,0,1,1,1,4.0,0,0,1,1,1,1,0,39.51936690409224,30.399513003147877,21.666666666666668,1.015625,26.23076923076923,0,Mid-range,0.30399513003147877,13.739315788095876,300.0,2.2125929319920616,0.5666666666666667,334.7821862762738,204.78218627627382,0.6116878217268122,1.759411253239539,0.12542345316532752,True,2.964490765625642,True,False,False,True
Xiaomi,Redmi 9,Xiaomi,130.0,budget,2020.0,6.0,Available,198.0,6.53,83.2,395.0,2.1666666666666665,5020.0,18.0,768.7595712098009,25.353535353535353,4.0,64.0,1,4.0,13.0,1.0,8.0,0,1,0,4.0,0,1,IPS LCD,Li-Po,Android,1,1,1,1,1,1,1,4.0,1,0,1,0,1,1,0,39.36396795965098,30.279975353577676,32.5,2.03125,38.61538461538461,0,Mid-range,0.30279975353577676,13.739315788095876,300.0,2.203892524241497,0.5666666666666667,249.70935461095615,119.70935461095615,0.47939475394288583,1.380336088017009,0.12542345316532752,False,2.9432204136771496,True,False,False,True
ZTE,Zmax Pro,ZTE,110.0,budget,2016.0,10.0,Available,,6.0,71.7,367.0,1.7777777777777777,3400.0,,566.6666666666666,,2.0,32.0,1,1.0,13.0,1.0,5.0,0,1,0,4.0,0,1,IPS LCD,Li-Ion,Android,1,1,1,0,1,1,1,5.0,1,0,1,1,1,1,0,33.23990510108572,30.21809554644156,55.0,3.4375,30.90909090909091,1,Entry,0.3021809554644156,19.55453646636535,180.0,1.545324052984738,0.3888888888888889,261.7235959595572,151.7235959595572,0.5797092746005303,1.7764407155888935,0.1772637802030422,True,1.1433053225309104,False,False,False,True
Xiaomi,Redmi Note 7S,Xiaomi,140.0,budget,2019.0,7.0,Available,186.0,6.3,81.4,409.0,2.1666666666666665,4000.0,18.0,634.9206349206349,21.50537634408602,4.0,64.0,1,2.0,48.0,1.0,13.0,0,0,0,4.0,0,1,IPS LCD,Li-Po,Android,1,1,1,0,1,1,1,5.0,1,0,1,1,1,1,0,41.85020042232257,29.89300030165898,35.0,2.1875,28.571428571428573,0,Mid-range,0.2989300030165898,13.739315788095876,300.0,2.175726998542322,0.5333333333333333,227.10793289114872,87.10793289114872,0.3835530172030537,1.1057092855816335,0.12542345316532752,False,2.8743626472814414,True,False,False,True
Xiaomi,Redmi Note 9 Pro (India),Xiaomi,153.989,mid_range,2020.0,6.0,Available,209.0,6.67,84.5,395.0,2.2222222222222223,5020.0,18.0,752.6236881559221,24.019138755980865,6.0,128.0,1,4.0,48.0,1.0,16.0,0,1,0,4.0,0,1,IPS LCD,Li-Po,Android,1,1,1,0,1,1,1,5.0,1,0,1,1,1,1,0,45.88017318816415,29.79444842694228,25.664833333333338,1.2030390625,32.59973114962757,0,Mid-range,0.2979444842694228,13.739315788095876,300.0,2.168554015823482,0.4867033333333333,210.71162457655504,56.722624576555035,0.26919551633918876,0.778027047497861,0.12542345316532752,False,2.856826472963601,True,False,False,True
Realme,U1,Realme,130.0,budget,2018.0,8.0,Available,168.0,6.3,83.9,409.0,2.1666666666666665,3500.0,10.0,555.5555555555555,20.833333333333332,4.0,64.0,1,2.0,13.0,1.0,25.0,0,0,0,4.0,0,1,IPS LCD,Li-Ion,Android,1,1,1,0,1,1,1,4.0,1,0,1,0,1,1,0,38.605668458363205,29.696668044894775,32.5,2.03125,26.923076923076923,0,Mid-range,0.29696668044894775,13.739315788095876,300.0,2.161437185294539,0.5666666666666667,251.37212824104685,121.37212824104685,0.4828384478833714,1.3902037165430745,0.12542345316532752,False,2.839427576906279,True,False,False,True
Xiaomi,Redmi Note 8,Xiaomi,149.98,budget,2019.0,7.0,Available,,6.3,81.7,409.0,2.1666666666666665,4000.0,18.0,634.9206349206349,,6.0,128.0,1,4.0,48.0,1.0,13.0,0,1,0,4.0,0,1,IPS LCD,Li-Po,Android,1,1,1,0,1,1,1,5.0,1,0,1,1,1,1,0,44.34303467096951,29.5659652426787,24.996666666666663,1.17171875,26.670222696359517,0,Mid-range,0.295659652426787,13.739315788095876,300.0,2.1519241349918947,0.5000666666666667,218.1815901271505,68.20159012715052,0.3125909481519702,0.9023731735639756,0.12542345316532752,False,2.816170514267135,True,False,False,True
BenQ,F5,Other,100.0,budget,2014.0,12.0,Available,135.0,5.0,66.2,294.0,1.7777777777777777,2520.0,,504.0,18.666666666666668,2.0,16.0,1,1.0,13.0,1.0,2.0,0,0,0,4.0,0,1,IPS LCD,Li-Ion,Android,1,1,1,1,1,1,1,4.0,0,0,1,1,1,1,0,29.523836074167164,29.523836074167164,50.0,6.25,25.2,1,Entry,0.29523836074167165,19.55453646636535,180.0,1.5098202979625441,0.4444444444444444,238.82066326530617,138.82066326530617,0.5812757630234454,1.7813538052015154,0.1772637802030422,True,1.068869522634433,False,False,False,True
Lenovo,K10 Note,Lenovo,144.7638,budget,2019.0,7.0,Available,164.0,6.3,83.7,409.0,2.1666666666666665,4050.0,18.0,642.8571428571429,24.695121951219512,6.0,128.0,1,3.0,16.0,1.0,16.0,0,0,1,4.0,0,1,IPS LCD,Li-Po,Android,1,1,1,0,1,1,1,5.0,1,0,1,1,1,1,0,42.32414080935611,29.23668818403228,24.1273,1.1309671875,27.97660741152139,0,Mid-range,0.2923668818403227,13.739315788095876,300.0,2.127958090122927,0.517454,203.33945662251926,58.57565662251926,0.2880683247386635,0.8321055648539555,0.12542345316532752,False,2.757579443159779,True,False,False,True
vivo,S1 Pro,vivo,168.03240000000002,mid_range,2019.0,7.0,Available,186.7,6.38,83.4,404.0,2.1666666666666665,4500.0,18.0,705.3291536050157,24.102838778789504,8.0,128.0,1,4.0,48.0,1.0,32.0,0,1,0,4.0,0,1,AMOLED,Li-Po,Android,1,1,1,0,1,1,1,6.0,1,0,1,1,1,1,0,49.02029918480094,29.17312326956047,21.004050000000003,1.3127531250000002,26.78054946546023,2,Flagship,0.29173123269560475,11.47105764494602,500.0,2.543193851215081,0.6639352,353.25217314934764,185.21977314934762,0.5243273424139434,1.426251898944741,0.10723173092094943,False,3.2010160564623296,True,False,False,True
Xiaomi,Redmi Note 7,Xiaomi,150.0,budget,2019.0,7.0,Available,186.0,6.3,81.4,409.0,2.1666666666666665,4000.0,18.0,634.9206349206349,21.50537634408602,6.0,64.0,1,2.0,48.0,1.0,13.0,0,0,0,4.0,0,1,IPS LCD,Li-Po,Android,1,1,1,0,1,1,1,5.0,1,0,1,1,1,1,0,43.69951054296117,29.13300702864078,25.0,2.34375,26.666666666666668,0,Mid-range,0.2913300702864078,13.739315788095876,300.0,2.120411778720628,0.5,204.99471058707007,54.994710587070074,0.26827380291703407,0.7753859516820033,0.12542345316532752,False,2.7391305722514683,True,False,False,True
Xiaomi,Redmi Note 8T,Xiaomi,145.99,budget,2019.0,7.0,Available,200.0,6.3,80.2,409.0,2.1666666666666665,4000.0,18.0,634.9206349206349,20.0,4.0,128.0,1,4.0,48.0,1.0,13.0,0,1,0,4.0,0,1,IPS LCD,Li-Po,Android,1,1,1,1,1,1,1,5.0,1,0,1,1,1,1,0,42.43131426511591,29.064534738760123,36.4975,1.140546875,27.39913692718679,0,Mid-range,0.2906453473876012,13.739315788095876,300.0,2.1154281033370266,0.5133666666666666,211.5114324332967,65.5214324332967,0.3097772620586826,0.8943107819469077,0.12542345316532752,False,2.726946714615674,True,False,False,True
Haier,L7,Other,120.0,budget,2017.0,9.0,Available,160.0,5.5,72.2,401.0,1.7777777777777777,3000.0,18.0,545.4545454545455,18.75,3.0,32.0,1,1.0,13.0,1.0,5.0,0,0,0,4.0,0,1,IPS LCD,Li-Ion,Android,1,1,1,0,1,1,1,5.0,1,0,1,1,1,1,0,34.82459337264747,29.020494477206228,40.0,3.75,25.0,0,Mid-range,0.29020494477206227,13.739315788095876,300.0,2.1122226845059044,0.6,200.3838208732124,80.38382087321239,0.4011492570753661,1.156129898306305,0.12542345316532752,False,2.719110255838685,True,False,False,True
alcatel,Idol 5,alcatel,120.0,budget,2017.0,9.0,Available,155.0,5.2,69.3,423.0,1.7777777777777777,2800.0,,538.4615384615385,18.06451612903226,3.0,16.0,1,1.0,13.0,1.0,5.0,0,0,0,4.0,0,1,IPS LCD,Li-Ion,Android,1,1,1,0,1,1,1,5.0,1,0,1,1,1,1,0,34.659473933872356,28.88289494489363,40.0,7.5,23.333333333333332,0,Mid-range,0.2888289494489363,13.739315788095876,300.0,2.102207663784726,0.6,173.12442289783993,53.124422897839935,0.3068568952237805,0.8859427052290934,0.12542345316532752,False,2.694625999282192,True,False,False,True
Xiaomi,Redmi Note 9 Pro Max,Xiaomi,180.0,mid_range,2020.0,6.0,Available,209.0,6.67,84.6,395.0,2.2222222222222223,5020.0,33.0,752.6236881559221,24.019138755980865,8.0,128.0,1,4.0,64.0,1.0,32.0,0,1,0,4.0,0,1,IPS LCD,Li-Po,Android,1,1,1,0,1,1,1,5.0,1,0,1,1,1,1,0,51.71491552597096,28.730508625539414,22.5,1.40625,27.88888888888889,2,Flagship,0.2873050862553942,11.47105764494602,500.0,2.5046085125548694,0.64,299.8363746313061,119.83637463130611,0.3996725706767998,1.1227075124943333,0.10723173092094943,False,3.1209792623174306,True,False,False,True
Xiaomi,Redmi Note 4X,Xiaomi,130.0,budget,2017.0,9.0,Available,165.0,5.5,72.7,401.0,1.7777777777777777,4100.0,,745.4545454545455,24.848484848484848,4.0,64.0,1,1.0,13.0,1.0,5.0,0,0,0,4.0,0,1,IPS LCD,Li-Po,Android,1,1,1,0,1,1,1,5.0,1,0,1,1,1,1,0,36.8829804551968,28.371523427074465,32.5,2.03125,31.53846153846154,0,Mid-range,0.28371523427074463,13.739315788095876,300.0,2.0649880870819155,0.5666666666666667,188.9919553230999,58.99195532309989,0.3121400338032774,0.9010811146972849,0.12542345316532752,False,2.6036333103715674,True,False,False,True
Realme,Narzo 10,Realme,150.0,budget,2020.0,6.0,Available,199.0,6.5,82.9,269.0,2.2222222222222223,5000.0,18.0,769.2307692307693,25.12562814070352,4.0,128.0,1,4.0,48.0,1.0,16.0,0,1,0,4.0,0,1,IPS LCD,Li-Po,Android,1,1,1,0,1,1,1,5.0,1,0,1,1,1,1,0,42.46967239915879,28.313114932772525,37.5,1.171875,33.333333333333336,0,Mid-range,0.28313114932772526,13.739315788095876,300.0,2.0607368932668244,0.5,188.48784044574376,38.48784044574376,0.2041926967528841,0.5917666864118614,0.12542345316532752,False,2.593240189584512,True,False,False,True
vivo,Z5x (2020),vivo,160.0,mid_range,2020.0,6.0,Available,204.1,6.53,83.4,395.0,2.1666666666666665,5000.0,18.0,765.6967840735068,24.49779519843214,8.0,128.0,1,3.0,16.0,1.0,16.0,0,1,0,4.0,0,1,IPS LCD,Li-Po,Android,1,1,1,0,0,1,1,5.0,1,0,1,1,1,1,0,45.21516900501194,28.25948062813246,20.0,1.25,31.25,0,Mid-range,0.2825948062813246,13.739315788095876,300.0,2.05683318325191,0.4666666666666667,237.33785847374114,77.33785847374114,0.32585555027369445,0.9403818260590286,0.12542345316532752,False,2.5836965810201087,True,False,False,True
Panasonic,Eluga Ray 700,Other,130.0,budget,2017.0,9.0,Available,182.0,5.5,71.9,401.0,1.7777777777777777,5000.0,,909.0909090909092,27.47252747252747,3.0,32.0,1,1.0,13.0,1.0,13.0,0,0,0,4.0,0,1,IPS LCD,Li-Ion,Android,1,1,1,0,1,1,1,4.0,1,0,1,0,1,1,0,36.6443796701086,28.187984361622,43.333333333333336,4.0625,38.46153846153846,0,Mid-range,0.28187984361622,13.739315788095876,300.0,2.0516294112727835,0.5666666666666667,224.9111352343375,94.91113523433751,0.4219939361181406,1.2158586526886297,0.12542345316532752,False,2.5709746414709485,True,False,False,True
YU,Yureka 2,Other,132.0,budget,2017.0,9.0,Available,,5.5,71.4,401.0,1.7777777777777777,3930.0,10.0,714.5454545454545,,4.0,64.0,1,1.0,16.0,1.0,8.0,0,0,0,4.0,0,1,IPS LCD,Li-Ion,Android,1,1,1,0,1,1,1,5.0,1,0,1,1,1,1,0,36.6770406513544,27.785636857086665,33.0,2.0625,29.772727272727273,0,Mid-range,0.2778563685708667,13.739315788095876,300.0,2.0223450196232413,0.56,261.41971484360846,129.41971484360846,0.4950648611985229,1.4252375223588853,0.12542345316532752,False,2.499381523672205,True,False,False,True
Lenovo,K5 Pro,Lenovo,150.0,budget,2018.0,8.0,Available,165.0,5.99,79.1,403.0,2.0,4050.0,18.0,676.126878130217,24.545454545454547,6.0,128.0,1,2.0,16.0,2.0,16.0,0,0,0,4.0,0,1,IPS LCD,Li-Ion,Android,1,1,1,0,1,1,1,4.0,1,0,1,0,1,1,0,41.073602929754315,27.382401953169545,25.0,1.171875,27.0,0,Mid-range,0.27382401953169544,13.739315788095876,300.0,1.9929960396495447,0.5,291.5961822233399,141.5961822233399,0.4855899728991935,1.398087990582968,0.12542345316532752,False,2.427630503344531,True,False,False,True
Huawei,Y9 Prime (2019),Huawei,147.1167,budget,2019.0,7.0,Available,196.8,6.59,84.3,391.0,2.1666666666666665,4000.0,,606.9802731411229,20.32520325203252,4.0,128.0,1,3.0,16.0,1.0,16.0,0,1,0,4.0,0,1,IPS LCD,Li-Po,Android,1,1,1,0,1,1,1,5.0,1,0,1,1,1,1,0,40.252068404455464,27.36063846215655,36.779175,1.14934921875,27.189299379336266,0,Mid-range,0.2736063846215655,13.739315788095876,300.0,1.9914120094584744,0.5096109999999999,267.23274558789564,120.11604558789563,0.44948101447540684,1.2946206690535667,0.12542345316532752,False,2.4237579400547338,True,False,False,True
ZTE,Max XL,ZTE,120.0,budget,2017.0,9.0,Available,180.0,6.0,71.7,367.0,1.7777777777777777,,18.0,,,2.0,32.0,1,1.0,13.0,1.0,5.0,0,0,0,4.0,0,1,IPS LCD,Unknown,Android,1,1,1,0,1,1,1,4.0,1,0,1,0,1,1,0,32.05228028578688,26.710233571489063,60.0,3.75,,1,Entry,0.26710233571489067,19.55453646636535,180.0,1.3659353990534024,0.3333333333333333,268.62500610380715,148.62500610380715,0.5532806057764134,1.6935505924473737,0.1772637802030422,True,0.7672060074194758,False,False,False,True
TECNO,Phantom 9,Other,165.0,mid_range,2019.0,7.0,Available,164.4,6.39,84.0,403.0,2.1666666666666665,3500.0,,547.7308294209703,21.289537712895378,6.0,128.0,1,3.0,16.0,1.0,32.0,0,1,0,4.0,0,1,AMOLED,Li-Ion,Android,1,1,1,0,1,1,1,6.0,1,0,1,1,1,1,0,44.00525661236813,26.66985249234432,27.5,1.2890625,21.21212121212121,0,Mid-range,0.2666985249234432,13.739315788095876,300.0,1.9411339621039803,0.45,353.7254105339672,188.7254105339672,0.5335364803141404,1.5354748584258842,0.12542345316532752,False,2.3008405098407647,True,False,False,True
Xiaomi,Mi CC9e,Xiaomi,170.0,mid_range,2019.0,7.0,Available,173.8,6.01,80.3,286.0,2.1666666666666665,4030.0,18.0,670.5490848585691,23.187571921749136,6.0,128.0,1,3.0,48.0,1.0,32.0,0,1,0,4.0,0,1,AMOLED,Li-Po,Android,1,1,1,0,1,1,1,6.0,1,0,1,1,1,1,0,45.31481983085514,26.65577637109126,28.333333333333332,1.328125,23.705882352941178,0,Mid-range,0.2665577637109126,13.739315788095876,300.0,1.9401094481128793,0.43333333333333335,316.09270193076765,146.09270193076765,0.4621830907148425,1.331017448792605,0.12542345316532752,False,2.2983358257165687,True,False,False,True
Xiaomi,Redmi 5 Plus (Redmi Note 5),Xiaomi,138.57,budget,2018.0,8.0,Available,180.0,5.99,77.4,403.0,2.0,4000.0,10.0,667.779632721202,22.22222222222222,4.0,64.0,1,1.0,12.0,1.0,5.0,0,0,0,4.0,0,1,IPS LCD,Li-Po,Android,1,1,1,0,1,1,1,5.0,1,0,1,1,1,1,0,36.909497843047454,26.635994690804253,34.6425,2.16515625,28.866276971927547,0,Mid-range,0.26635994690804254,13.739315788095876,300.0,1.9386696616932275,0.5381,242.37874558058584,103.80874558058585,0.4282914548960384,1.2339036871807065,0.12542345316532752,False,2.2948159028859787,True,False,False,True
Xiaomi,Redmi 10X 5G,Xiaomi,200.0,mid_range,2020.0,6.0,Available,205.0,6.57,83.7,401.0,2.2222222222222223,4520.0,22.5,687.9756468797565,22.048780487804876,8.0,256.0,1,3.0,48.0,1.0,16.0,0,1,0,5.0,1,1,AMOLED,Li-Po,Android,1,1,1,0,1,1,1,6.0,1,0,1,1,1,1,0,52.505291315020706,26.252645657510353,25.0,0.78125,22.6,2,Flagship,0.26252645657510354,11.47105764494602,500.0,2.2885985294544207,0.6,395.90859709963166,195.90859709963166,0.49483289459948415,1.354430548339629,0.10723173092094943,False,2.6729140865028325,True,True,True,True
Asus,Zenfone Max Pro (M1) ZB601KL/ZB602K,Asus,160.0,mid_range,2018.0,8.0,Available,180.0,5.99,76.2,404.0,2.0,5000.0,10.0,834.7245409015025,27.77777777777778,6.0,128.0,1,2.0,16.0,1.0,16.0,0,0,0,4.0,0,1,IPS LCD,Li-Po,Android,1,1,1,1,1,1,1,6.0,1,0,1,1,1,1,0,41.99809582178482,26.248809888615515,26.666666666666668,1.25,31.25,0,Mid-range,0.26248809888615515,13.739315788095876,300.0,1.9104888695664315,0.4666666666666667,316.3651094358261,156.36510943582613,0.4942552284437181,1.4229175846974618,0.12542345316532752,False,2.2259208138385276,True,False,False,True
Honor,Play 4T,Honor,160.0,mid_range,2020.0,6.0,Available,176.0,6.39,82.4,269.0,2.1666666666666665,4000.0,10.0,625.9780907668232,22.727272727272727,6.0,128.0,1,2.0,48.0,1.0,8.0,0,0,0,4.0,0,1,IPS LCD,Li-Po,Android,1,1,1,0,0,1,1,4.0,1,0,1,0,1,1,0,41.70066325675226,26.06291453547016,26.666666666666668,1.25,25.0,0,Mid-range,0.2606291453547016,13.739315788095876,300.0,1.896958694118654,0.4666666666666667,164.12084379420168,4.120843794201676,0.02510859497754583,0.07861556967993158,0.12542345316532752,False,2.1928428706030036,True,False,False,True
Lenovo,Z6 Youth,Lenovo,160.0,mid_range,2019.0,7.0,Available,164.0,6.3,83.7,409.0,2.1666666666666665,4050.0,15.0,642.8571428571429,24.695121951219512,6.0,128.0,1,3.0,16.0,1.0,16.0,0,0,1,4.0,0,1,IPS LCD,Li-Po,Android,1,1,1,1,1,1,1,4.0,1,0,1,0,1,1,0,41.650402277246016,26.03150142327876,26.666666666666668,1.25,25.3125,0,Mid-range,0.2603150142327876,13.739315788095876,300.0,1.8946723275574735,0.4666666666666667,198.28656473399937,38.28656473399937,0.19308703434022695,0.5599443023330553,0.12542345316532752,False,2.1872532680425465,True,False,False,True
Realme,X50 5G,Realme,223.1907,mid_range,2020.0,6.0,Available,202.0,6.57,83.9,401.0,2.2222222222222223,4200.0,30.0,639.269406392694,20.792079207920793,12.0,256.0,0,4.0,64.0,2.0,16.0,0,1,1,5.0,1,1,IPS LCD,Li-Po,Android,1,1,1,1,1,1,0,5.0,1,0,1,1,1,1,0,57.285515046125646,25.666622778693576,18.599225,0.8718386718750001,18.817988383924597,2,Flagship,0.25666622778693576,11.47105764494602,500.0,2.237511446034962,0.5536186,406.9731136190477,183.7824136190477,0.4515836733899811,1.2491152191825603,0.10723173092094943,False,2.566945173929239,True,True,True,True
Honor,9X (China),Honor,180.0,mid_range,2019.0,7.0,Available,206.0,6.59,84.7,391.0,2.1666666666666665,4000.0,10.0,606.9802731411229,19.41747572815534,8.0,128.0,1,2.0,48.0,1.0,16.0,0,0,0,4.0,0,1,IPS LCD,Li-Po,Android,1,1,1,0,1,1,1,5.0,1,0,1,1,1,1,0,45.84723478985197,25.470685994362203,22.5,1.40625,22.22222222222222,2,Flagship,0.254706859943622,11.47105764494602,500.0,2.2204304766600327,0.64,227.66743204255738,47.66743204255738,0.20937308254808712,0.6593129664141965,0.10723173092094943,False,2.5315144617176535,True,False,False,True
Xiaomi,Poco X2,Xiaomi,200.0,mid_range,2020.0,6.0,Available,208.0,6.67,84.8,395.0,2.2222222222222223,4500.0,27.0,674.6626686656672,21.634615384615383,8.0,256.0,1,4.0,64.0,2.0,20.0,0,1,0,4.0,0,1,IPS LCD,Li-Po,Android,1,1,1,0,1,1,1,5.0,1,0,1,1,1,1,0,50.91830530834739,25.459152654173696,25.0,0.78125,22.5,2,Flagship,0.25459152654173695,11.47105764494602,500.0,2.219425047122017,0.6,275.802104112245,75.80210411224499,0.2748423706056837,0.8187359439532632,0.10723173092094943,False,2.529428919391072,True,False,False,True
Micromax,Canvas Evok Note E453,Other,140.0,budget,2017.0,9.0,Available,162.0,5.5,72.7,401.0,1.7777777777777777,4000.0,,727.2727272727273,24.69135802469136,3.0,32.0,1,1.0,13.0,1.0,5.0,0,0,0,4.0,0,1,IPS LCD,Li-Po,Android,1,1,1,0,1,1,1,5.0,1,0,1,1,1,1,0,35.570239180314346,25.40731370022453,46.666666666666664,4.375,28.571428571428573,0,Mid-range,0.2540731370022453,13.739315788095876,300.0,1.8492415555538895,0.5333333333333333,201.37358897572705,61.373588975727046,0.30477476856771335,0.8799765384496516,0.12542345316532752,False,2.0761862310125547,True,False,False,True
vivo,Z3x,vivo,160.0,mid_range,2019.0,7.0,Available,150.0,6.26,84.2,403.0,2.111111111111111,3260.0,,520.7667731629393,21.733333333333334,6.0,64.0,1,2.0,13.0,1.0,16.0,0,0,0,4.0,0,1,IPS LCD,Li-Ion,Android,1,1,1,0,1,1,1,4.0,1,0,1,0,1,1,0,40.38144370830122,25.238402317688266,26.666666666666668,2.5,20.375,0,Mid-range,0.25238402317688263,13.739315788095876,300.0,1.8369475385051937,0.4666666666666667,293.20718099747353,133.20718099747353,0.45431077282729077,1.3084599538769832,0.12542345316532752,False,2.0461303902998518,True,False,False,True
Nokia,5.1 Plus (Nokia X5),Nokia,150.0,budget,2018.0,8.0,Available,160.0,5.86,79.6,287.0,2.111111111111111,3060.0,,522.1843003412969,19.125,6.0,64.0,1,2.0,13.0,1.0,8.0,0,0,0,4.0,0,1,IPS LCD,Li-Ion,Android,1,1,1,0,1,1,1,5.0,1,0,1,1,1,1,0,37.77129610172587,25.18086406781725,25.0,2.34375,20.4,0,Mid-range,0.2518086406781725,13.739315788095876,300.0,1.8327596844112608,0.5,268.91716777468565,118.91716777468565,0.44220742304679234,1.273778776740157,0.12542345316532752,False,2.035892119515231,True,False,False,True
Realme,5 Pro,Realme,185.99070000000003,mid_range,2019.0,7.0,Available,184.0,6.3,83.6,409.0,2.1666666666666665,4035.0,20.0,640.4761904761905,21.929347826086957,8.0,128.0,1,4.0,48.0,1.0,16.0,0,1,0,4.0,0,1,IPS LCD,Li-Po,Android,1,1,1,0,1,1,1,5.0,1,0,1,1,1,1,0,46.75505198811299,25.138381643874126,23.248837500000004,1.4530523437500005,21.69463311875271,2,Flagship,0.2513838164387412,11.47105764494602,500.0,2.191461539289686,0.6280185999999999,212.46374099576255,26.473040995762517,0.1246002770717028,0.45288437272770754,0.10723173092094943,False,2.4714247759091483,True,False,False,True
Dell,Venue 7,Other,100.0,budget,2013.0,13.0,Discontinued,234.0,7.0,62.4,216.0,1.6,4100.0,,585.7142857142857,17.521367521367523,2.0,16.0,1,1.0,3.15,1.0,,0,0,0,3.0,0,0,IPS LCD,Li-Ion,Android,1,1,1,0,0,1,1,3.0,0,0,1,0,1,1,0,25.1095013519649,25.1095013519649,50.0,6.25,41.0,1,Entry,0.251095013519649,19.55453646636535,180.0,1.2840755082665516,0.4444444444444444,213.7023526077097,113.70235260770971,0.5320594332268839,1.6269931121011534,0.1772637802030422,False,0.5955817258090238,False,True,True,True
Lenovo,S5,Lenovo,150.0,budget,2018.0,8.0,Available,155.0,5.7,74.1,424.0,2.0,3000.0,,526.3157894736842,19.35483870967742,4.0,64.0,1,1.0,13.0,1.0,16.0,0,0,0,4.0,0,1,IPS LCD,Li-Po,Android,1,1,1,0,1,1,1,4.0,1,0,1,0,1,1,0,37.639896256670966,25.093264171113976,37.5,2.34375,20.0,0,Mid-range,0.25093264171113977,13.739315788095876,300.0,1.8263838285786747,0.5,261.55317372675603,111.55317372675603,0.4265028488749877,1.2287785802170126,0.12542345316532752,False,2.020304723910334,True,False,False,True
BlackBerry,Q10,Other,110.0,budget,2013.0,13.0,Available,139.0,3.1,38.8,328.0,1.0,2100.0,,677.4193548387096,15.107913669064748,2.0,16.0,1,1.0,8.0,1.0,2.0,0,0,0,4.0,0,1,AMOLED,Li-Ion,BlackBerry,1,1,1,1,1,1,1,4.0,0,0,1,1,1,1,0,27.56993392418824,25.063576294716576,55.0,6.875,19.09090909090909,1,Entry,0.25063576294716583,19.55453646636535,180.0,1.2817269454495643,0.3888888888888889,229.38480030373782,119.38480030373782,0.5204564563373664,1.5906018663073938,0.1772637802030422,False,0.5906578198227335,False,True,True,True
Xiaomi,Redmi Note 9,Xiaomi,174.35,mid_range,2020.0,6.0,Available,199.0,6.53,83.5,395.0,2.1666666666666665,5020.0,18.0,768.7595712098009,25.22613065326633,4.0,128.0,1,4.0,48.0,1.0,13.0,0,1,0,4.0,0,1,IPS LCD,Li-Po,Android,1,1,1,1,1,1,1,5.0,1,0,1,1,1,1,0,43.67434847868103,25.049812720780633,43.5875,1.362109375,28.79265844565529,0,Mid-range,0.25049812720780634,13.739315788095876,300.0,1.8232212656822755,0.41883333333333334,238.08729151253215,63.73729151253215,0.26770555919897654,0.7737576949266218,0.12542345316532752,False,2.0125730373280253,True,False,False,True
ZTE,Blade V9,ZTE,150.0,budget,2018.0,8.0,Available,140.0,5.7,78.4,424.0,2.0,3100.0,10.0,543.859649122807,22.142857142857142,4.0,64.0,1,2.0,16.0,1.0,8.0,0,0,0,4.0,0,1,IPS LCD,Li-Ion,Android,1,1,1,1,1,1,1,5.0,1,0,1,1,1,1,0,37.16700832955317,24.778005553035445,37.5,2.34375,20.666666666666668,0,Mid-range,0.24778005553035445,13.739315788095876,300.0,1.8034380994797279,0.5,288.25760806156904,138.25760806156904,0.4796321213906644,1.3810162453827153,0.12542345316532752,False,1.9642080733116642,True,False,False,True
