oem,model,brand_group,price_eur,price_tier,launch_year,phone_age,launch_status_group,body_weight_g,display_size_in,screen_to_body_pct,ppi,aspect_ratio,battery_capacity_mah,fast_charging_w,battery_per_inch,battery_per_weight,ram_gb,storage_gb,has_card_slot,main_camera_count,main_camera_max_mp,selfie_camera_count,selfie_camera_max_mp,has_ois,has_ultrawide,has_telephoto,network_generation,has_5g,has_4g_or_more,display_panel,battery_type,os_family,has_wifi,has_bluetooth,has_gps,has_nfc,has_radio,has_usb,has_3_5mm_jack,sensor_count,has_fingerprint,has_face_id,has_accelerometer,has_gyro,has_proximity,has_compass,has_barometer,spec_score_0_100,value_score,price_per_ram_gb,price_per_storage_gb,battery_per_eur,cluster,segment,performance_to_price_ratio,segment_mean_value_score,segment_median_price_eur,value_score_lift_vs_segment,price_discount_vs_segment_median,expected_market_price_eur,market_price_gap_eur,market_price_discount_ratio,market_underpricing_z_in_segment,segment_median_performance_to_price_ratio,market_underpriced_outlier,value_z_in_segment,zscore_value_outlier,isolation_raw_outlier,isolation_value_outlier,is_value_outlier
Xiaomi,Mi Max,Xiaomi,150.0,budget,2016.0,10.0,Available,203.0,6.44,74.8,342.0,1.7777777777777777,4850.0,,753.1055900621118,23.891625615763548,4.0,128.0,1,1.0,16.0,1.0,5.0,0,0,0,4.0,0,1,IPS LCD,Li-Ion,Android,1,1,1,0,1,1,1,5.0,1,0,1,1,1,1,0,37.15327940209877,24.76885293473251,37.5,1.171875,32.333333333333336,0,Mid-range,0.24768852934732513,13.739315788095876,300.0,1.8027719368815245,0.5,323.5284268025392,173.52842680253917,0.5363622248515729,1.5435718025465952,0.12542345316532752,False,1.962579469995022,True,False,False,True
alcatel,Idol 5s,alcatel,140.0,budget,2017.0,9.0,Available,147.0,5.2,69.7,424.0,1.7777777777777777,2850.0,10.0,548.0769230769231,19.387755102040817,3.0,32.0,1,1.0,12.0,1.0,8.0,0,0,0,4.0,0,1,IPS LCD,Li-Ion,Android,1,1,1,0,1,1,1,5.0,1,0,1,1,1,1,0,34.54675433949146,24.676253099636757,46.666666666666664,4.375,20.357142857142858,0,Mid-range,0.24676253099636755,13.739315788095876,300.0,1.7960321663919354,0.5333333333333333,211.95569060695144,71.95569060695144,0.3394845894483926,0.9794347436723032,0.12542345316532752,False,1.9461023927734027,True,False,False,True
ZTE,Blade A2 Plus,ZTE,150.0,budget,2017.0,9.0,Available,189.0,5.5,70.6,401.0,1.7777777777777777,5000.0,,909.0909090909092,26.455026455026456,4.0,32.0,1,1.0,13.0,1.0,8.0,0,0,0,4.0,0,1,IPS LCD,Li-Ion,Android,1,1,1,0,1,1,1,4.0,1,0,1,0,1,1,0,36.98936376784183,24.659575845227888,37.5,4.6875,33.333333333333336,0,Mid-range,0.24659575845227888,13.739315788095876,300.0,1.7948183319720787,0.5,246.24279111501028,96.24279111501028,0.39084511136027156,1.1266041959784536,0.12542345316532752,False,1.9431348668760253,True,False,False,True
Meizu,M1 Note,Other,130.0,budget,2014.0,12.0,Available,145.0,5.5,72.9,403.0,1.7777777777777777,3140.0,,570.9090909090909,21.655172413793103,2.0,32.0,0,1.0,13.0,1.0,5.0,0,0,0,4.0,0,1,IPS LCD,Unknown,Android,1,1,1,0,0,1,1,4.0,0,0,1,1,1,1,0,32.005584105983054,24.619680081525427,65.0,4.0625,24.153846153846153,1,Entry,0.24619680081525427,19.55453646636535,180.0,1.25902652429897,0.2777777777777778,312.2963374797373,182.2963374797373,0.583728707646356,1.789047150757643,0.1772637802030422,True,0.5430649946335351,False,False,False,True
Xiaomi,Redmi Note 4,Xiaomi,150.0,budget,2017.0,9.0,Available,165.0,5.5,72.7,401.0,1.7777777777777777,4100.0,,745.4545454545455,24.848484848484848,4.0,64.0,1,1.0,13.0,1.0,5.0,0,0,0,4.0,0,1,IPS LCD,Li-Po,Android,1,1,1,0,1,1,1,5.0,1,0,1,1,1,1,0,36.8829804551968,24.588653636797865,37.5,2.34375,27.333333333333332,0,Mid-range,0.24588653636797866,13.739315788095876,300.0,1.78965634213766,0.5,173.41376026599582,23.41376026599582,0.13501673817626658,0.39354853056950173,0.12542345316532752,False,1.9305150743696902,True,False,False,True
Xiaomi,Redmi 10X 4G,Xiaomi,185.99070000000003,mid_range,2020.0,6.0,Available,199.0,6.53,83.5,395.0,2.1666666666666665,5020.0,18.0,768.7595712098009,25.22613065326633,6.0,128.0,1,4.0,48.0,1.0,13.0,0,1,0,4.0,0,1,IPS LCD,Li-Po,Android,1,1,1,0,1,1,1,5.0,1,0,1,1,1,1,0,45.523658599319624,24.4763090839056,30.998450000000005,1.4530523437500005,26.990596841670037,0,Mid-range,0.244763090839056,13.739315788095876,300.0,1.7814794754999774,0.3800309999999999,216.84037550506915,30.849675505069115,0.14226905590443387,0.4143294648021367,0.12542345316532752,False,1.9105246513681808,True,False,False,True
HTC,U Play,HTC,150.0,budget,2017.0,9.0,Available,145.0,5.2,68.7,428.0,1.7777777777777777,2500.0,10.0,480.7692307692308,17.24137931034483,4.0,64.0,1,1.0,16.0,1.0,16.0,1,0,0,4.0,0,1,LCD/TFT,Li-Ion,Android,1,1,1,1,0,1,0,5.0,1,0,1,1,1,1,0,36.68393974242005,24.455959828280037,37.5,2.34375,16.666666666666668,0,Mid-range,0.24455959828280036,13.739315788095876,300.0,1.7799983787743898,0.5,266.79745615389936,116.79745615389936,0.4377757488307008,1.2610801700495844,0.12542345316532752,False,1.906903735024235,True,False,False,True
Samsung,Galaxy M40,Samsung,175.98899999999998,mid_range,2019.0,7.0,Available,168.0,6.3,84.9,409.0,2.1666666666666665,3500.0,15.0,555.5555555555555,20.833333333333332,6.0,128.0,1,3.0,32.0,1.0,16.0,0,1,0,4.0,0,1,LCD/TFT,Li-Po,Android,1,1,1,1,1,1,0,5.0,1,0,1,1,1,1,0,42.98658656520965,24.425723519770926,29.331499999999995,1.3749140624999998,19.88760661177687,0,Mid-range,0.24425723519770925,13.739315788095876,300.0,1.7777976644902542,0.41337000000000007,273.0896313541024,97.1006313541024,0.3555632298181128,1.0255067968554699,0.12542345316532752,False,1.90152353116441,True,False,False,True
Xiaomi,Redmi Note 9S,Xiaomi,189.0,mid_range,2020.0,6.0,Available,209.0,6.67,84.5,395.0,2.2222222222222223,5020.0,18.0,752.6236881559221,24.019138755980865,6.0,128.0,1,4.0,48.0,1.0,16.0,0,1,0,4.0,0,1,IPS LCD,Li-Po,Android,1,1,1,0,1,1,1,5.0,1,0,1,1,1,1,0,45.88017318816415,24.27522390908156,31.5,1.4765625,26.56084656084656,0,Mid-range,0.2427522390908156,13.739315788095876,300.0,1.7668437266806465,0.37,198.16641863236515,9.16641863236515,0.04625616537669043,0.13921223492775972,0.12542345316532752,False,1.8747438538076624,True,False,False,True
LG,Q6,LG,150.0,budget,2017.0,9.0,Available,149.0,5.5,78.0,442.0,2.0,3000.0,,545.4545454545455,20.13422818791946,4.0,64.0,1,1.0,13.0,1.0,5.0,0,0,0,4.0,0,1,IPS LCD,Li-Po,Android,1,1,1,1,1,1,1,4.0,0,0,1,1,1,1,0,36.32899565056831,24.219330433712205,37.5,2.34375,20.0,0,Mid-range,0.24219330433712205,13.739315788095876,300.0,1.7627755855714813,0.5,228.34082379780637,78.34082379780637,0.34308724342335045,0.9897578594158077,0.12542345316532752,False,1.864798251756717,True,False,False,True
Huawei,Enjoy 10 Plus,Huawei,190.0,mid_range,2019.0,7.0,Available,163.5,6.59,84.3,391.0,2.1666666666666665,4000.0,10.0,606.9802731411229,24.464831804281346,8.0,128.0,1,3.0,48.0,1.0,16.0,0,1,0,4.0,0,1,IPS LCD,Li-Po,Android,1,1,1,0,1,1,1,5.0,1,0,1,1,1,1,0,45.83059204712796,24.121364235330503,23.75,1.484375,21.05263157894737,2,Flagship,0.24121364235330503,11.47105764494602,500.0,2.1028021113605004,0.62,288.1827242070702,98.18272420707018,0.34069607911861566,0.9790950161931398,0.10723173092094943,False,2.2875203026411732,True,False,False,True
Samsung,Galaxy A01,Samsung,134.99,budget,2019.0,7.0,Available,149.0,5.7,75.1,301.0,2.111111111111111,3000.0,,526.3157894736842,20.13422818791946,2.0,32.0,1,2.0,13.0,1.0,5.0,0,0,0,4.0,0,1,LCD/TFT,Li-Ion,Android,1,1,1,0,1,1,1,2.0,0,0,1,0,1,0,0,32.530471937605235,24.098430948666746,67.495,4.2184375,22.223868434698865,1,Entry,0.2409843094866674,19.55453646636535,180.0,1.232370349975674,0.25005555555555553,367.8888954970176,232.89889549701758,0.6330685659385596,1.9437952751086445,0.1772637802030422,True,0.4871786903061723,False,False,False,True
alcatel,Flash Plus 2,alcatel,140.0,budget,2016.0,10.0,Available,157.0,5.5,71.5,401.0,1.7777777777777777,3000.0,10.0,545.4545454545455,19.10828025477707,3.0,32.0,1,1.0,13.0,1.0,5.0,0,0,0,4.0,0,1,IPS LCD,Li-Ion,Android,1,1,1,0,1,1,1,5.0,1,0,1,1,1,1,0,33.6919774393896,24.065698170992576,46.666666666666664,4.375,21.428571428571427,0,Mid-range,0.24065698170992575,13.739315788095876,300.0,1.7515936413546709,0.5333333333333333,185.84814559267082,45.84814559267082,0.24669681500700916,0.713558825030466,0.12542345316532752,False,1.8374611549471405,True,False,False,True
Motorola,Moto G5S,Motorola,150.0,budget,2017.0,9.0,Available,157.0,5.2,67.6,424.0,1.7777777777777777,3000.0,15.0,576.9230769230769,19.10828025477707,4.0,32.0,1,1.0,16.0,1.0,5.0,0,0,0,4.0,0,1,IPS LCD,Li-Ion,Android,1,1,1,0,1,1,1,5.0,1,0,1,1,1,1,0,35.84300883383003,23.895339222553353,37.5,4.6875,20.0,0,Mid-range,0.23895339222553352,13.739315788095876,300.0,1.7391942649179764,0.5,240.23768322691134,90.23768322691134,0.37561835435150814,1.0829731461767527,0.12542345316532752,False,1.8071477365061215,True,False,False,True
Motorola,One Action,Motorola,165.0,mid_range,2019.0,7.0,Available,176.0,6.3,82.5,432.0,2.3333333333333335,3500.0,10.0,555.5555555555555,19.886363636363637,4.0,128.0,1,3.0,16.0,1.0,12.0,0,1,0,4.0,0,1,IPS LCD,Li-Po,Android,1,1,1,1,1,1,1,5.0,1,0,1,1,1,1,0,39.30270070428724,23.81981860865893,41.25,1.2890625,21.21212121212121,0,Mid-range,0.23819818608658933,13.739315788095876,300.0,1.7336975855302112,0.45,272.5933271722528,107.59332717225283,0.3947027181052901,1.1376578584169108,0.12542345316532752,False,1.793709710556337,True,False,False,True
Honor,Play 4T Pro,Honor,200.0,mid_range,2020.0,6.0,Available,165.0,6.3,83.2,418.0,2.2222222222222223,4000.0,22.5,634.9206349206349,24.24242424242424,8.0,128.0,1,3.0,48.0,1.0,16.0,0,1,0,4.0,0,1,OLED,Li-Po,Android,1,1,1,0,0,1,1,5.0,1,0,1,0,1,1,0,47.52794217214172,23.76397108607086,25.0,1.5625,20.0,2,Flagship,0.2376397108607086,11.47105764494602,500.0,2.0716460348833587,0.6,296.3333057715371,96.33330577153708,0.3250843016809146,0.941079083568274,0.10723173092094943,False,2.2228938780470284,True,False,False,True
BlackBerry,Z10,Other,120.0,budget,2013.0,13.0,Available,137.5,4.2,58.9,355.0,1.6666666666666667,1800.0,,428.57142857142856,13.090909090909092,2.0,16.0,1,1.0,8.0,1.0,2.0,0,0,0,4.0,0,1,Other,Li-Ion,BlackBerry,1,1,1,1,0,1,1,4.0,0,0,1,1,1,1,0,28.50570192203951,23.754751601699592,60.0,7.5,15.0,1,Entry,0.23754751601699592,19.55453646636535,180.0,1.2147949220150933,0.3333333333333333,296.2643240668451,176.26432406684512,0.5949562932426355,1.8242610300056328,0.1772637802030422,True,0.4503307276624762,False,False,False,True
Xiaomi,Mi 5c,Xiaomi,150.0,budget,2017.0,9.0,Available,135.0,5.15,72.6,428.0,1.7777777777777777,2860.0,18.0,555.3398058252427,21.185185185185187,3.0,64.0,0,1.0,12.0,1.0,8.0,0,0,0,4.0,0,1,IPS LCD,Li-Ion,Android,1,1,1,0,1,1,1,5.0,1,0,1,1,1,1,0,35.61057378611243,23.740382524074953,50.0,2.34375,19.066666666666663,0,Mid-range,0.23740382524074954,13.739315788095876,300.0,1.7279159231964285,0.5,255.35941586981363,105.35941586981363,0.4125926412814461,1.1889199970717956,0.12542345316532752,False,1.7795749715633373,True,False,False,True
Xiaomi,Redmi Note 8 Pro,Xiaomi,209.9,mid_range,2019.0,7.0,Available,200.0,6.53,84.9,395.0,2.1666666666666665,4500.0,18.0,689.1271056661561,22.5,8.0,256.0,1,4.0,64.0,1.0,20.0,0,1,0,4.0,0,1,IPS LCD,Li-Po,Android,1,1,1,1,1,1,1,5.0,1,0,1,1,1,1,0,49.74737413147846,23.70051173486349,26.2375,0.819921875,21.438780371605525,2,Flagship,0.23700511734863486,11.47105764494602,500.0,2.0661139075790094,0.5802,335.16603104053274,125.26603104053274,0.3737432181048917,1.0595674552962588,0.10723173092094943,False,2.211418697327722,True,False,False,True
Coolpad,Cool Play 6,Other,165.0,mid_range,2017.0,9.0,Available,175.0,5.5,73.0,401.0,1.7777777777777777,4060.0,,738.1818181818181,23.2,6.0,64.0,0,1.0,13.0,1.0,8.0,0,0,0,4.0,0,1,IPS LCD,Li-Ion,Android,1,1,1,0,0,1,1,5.0,1,0,1,1,1,1,0,39.03146370482381,23.655432548378062,27.5,2.578125,24.60606060606061,0,Mid-range,0.23655432548378064,13.739315788095876,300.0,1.7217329387591327,0.45,308.43552232378534,143.43552232378534,0.4650421625989353,1.3392098897496456,0.12542345316532752,False,1.7644590989693425,True,False,False,True
XOLO,Black 1X,Other,140.0,budget,2015.0,11.0,Available,,5.0,66.2,441.0,1.7777777777777777,2400.0,,480.0,,3.0,32.0,1,1.0,13.0,1.0,5.0,0,0,0,4.0,0,1,IPS LCD,Li-Po,Android,1,1,1,0,1,1,1,4.0,0,0,1,1,1,1,0,33.090674581237295,23.63619612945521,46.666666666666664,4.375,17.142857142857142,0,Mid-range,0.23636196129455211,13.739315788095876,300.0,1.7203328385489376,0.5333333333333333,317.5828348781424,177.58283487814242,0.55917012941295,1.6089260220443624,0.12542345316532752,False,1.7610361991366215,True,False,False,True
ZTE,Blade 10 Prime,ZTE,160.0,mid_range,2019.0,7.0,Available,165.0,6.3,83.4,400.0,2.111111111111111,3200.0,18.0,507.9365079365079,19.39393939393939,3.0,64.0,1,2.0,16.0,1.0,16.0,0,0,0,4.0,0,1,IPS LCD,Li-Po,Android,1,1,1,1,1,1,1,4.0,1,0,1,0,1,1,0,37.7254099774715,23.57838123591969,53.333333333333336,2.5,20.0,0,Mid-range,0.23578381235919688,13.739315788095876,300.0,1.7161248492700527,0.4666666666666667,247.13198485035204,87.13198485035204,0.3525726744885484,1.0169376006409463,0.12542345316532752,False,1.750748702788929,True,False,False,True
Coolpad,Legacy,Other,160.0,mid_range,2019.0,7.0,Available,170.0,6.36,78.2,380.0,2.0,4000.0,15.0,628.9308176100628,23.529411764705884,3.0,32.0,1,2.0,16.0,1.0,13.0,0,0,0,4.0,0,1,IPS LCD,Li-Po,Android,1,1,1,0,1,1,1,5.0,1,0,1,1,1,1,0,37.46790208239471,23.417438801496697,53.333333333333336,5.0,25.0,0,Mid-range,0.23417438801496693,13.739315788095876,300.0,1.7044108427718223,0.4666666666666667,309.7695930173047,149.76959301730471,0.48348707036890515,1.3920622922038366,0.12542345316532752,False,1.722110844876106,True,False,False,True
Motorola,Moto G Stylus,Motorola,181.35,mid_range,2020.0,6.0,Available,192.0,6.4,83.7,399.0,2.1296296296296298,4000.0,10.0,625.0,20.833333333333332,4.0,128.0,1,3.0,48.0,1.0,16.0,0,1,0,4.0,0,1,IPS LCD,Li-Po,Android,1,1,1,0,1,1,1,4.0,1,0,1,1,1,0,0,42.27229017678179,23.309782286618024,45.337500000000006,1.4167968750000002,22.056796250344636,0,Mid-range,0.23309782286618025,13.739315788095876,300.0,1.6965751894875483,0.3955,241.76382501890055,60.41382501890055,0.24988777793442646,0.7227022731278776,0.12542345316532752,False,1.7029546044008175,True,False,False,True
Huawei,nova 5z,Huawei,200.0,mid_range,2019.0,7.0,Available,178.0,6.26,83.4,412.0,2.1666666666666665,4000.0,20.0,638.9776357827476,22.471910112359552,6.0,128.0,1,4.0,48.0,1.0,32.0,0,1,0,4.0,0,1,IPS LCD,Li-Po,Android,1,1,1,0,1,1,1,5.0,1,0,1,1,1,1,0,46.58677122241961,23.293385611209803,33.333333333333336,1.5625,20.0,0,Mid-range,0.23293385611209805,13.739315788095876,300.0,1.6953817766814734,0.3333333333333333,211.31832673197115,11.318326731971155,0.053560554387348185,0.1601423752400788,0.12542345316532752,False,1.7000370043143842,True,False,False,True
Xiaomi,Mi A3,Xiaomi,195.3,mid_range,2019.0,7.0,Available,173.8,6.09,82.5,282.0,2.1666666666666665,4030.0,18.0,661.7405582922825,23.187571921749136,6.0,128.0,1,3.0,48.0,1.0,32.0,0,1,0,4.0,0,1,AMOLED,Li-Po,Android,1,1,1,0,1,1,1,6.0,1,0,1,1,1,1,0,45.359367402768754,23.22548254110023,32.550000000000004,1.52578125,20.634920634920633,0,Mid-range,0.2322548254110023,13.739315788095876,300.0,1.6904395312919027,0.349,215.69362643887862,20.393626438878613,0.0945490452155645,0.277591605144596,0.12542345316532752,False,1.687954432799829,True,False,False,True
Realme,6i,Realme,183.05,mid_range,2020.0,6.0,Available,199.0,6.5,82.3,270.0,2.2222222222222223,5000.0,18.0,769.2307692307693,25.12562814070352,4.0,128.0,1,4.0,48.0,1.0,16.0,0,1,0,4.0,0,1,IPS LCD,Li-Po,Android,1,1,1,0,1,1,1,5.0,1,0,1,1,1,1,0,42.45645516333989,23.19391158882266,45.7625,1.430078125,27.31494127287626,0,Mid-range,0.23193911588822663,13.739315788095876,300.0,1.6881416765250064,0.3898333333333333,182.75032792258543,-0.29967207741458424,-0.00163978954687035,0.0019702211905469054,0.12542345316532752,False,1.6823367444087034,True,False,False,True
Xiaomi,Redmi Note 5 (Redmi 5 Plus),Xiaomi,160.0,mid_range,2018.0,8.0,Available,180.0,5.99,77.4,403.0,2.0,4000.0,10.0,667.779632721202,22.22222222222222,4.0,64.0,1,1.0,12.0,1.0,5.0,0,0,0,4.0,0,1,IPS LCD,Li-Po,Android,1,1,1,0,1,1,1,5.0,1,0,1,1,1,1,0,36.909497843047454,23.06843615190466,40.0,2.5,25.0,0,Mid-range,0.2306843615190466,13.739315788095876,300.0,1.679009093880191,0.4666666666666667,242.37874558058584,82.37874558058584,0.33987611159245246,0.9805566189446355,0.12542345316532752,False,1.66000983139232,True,False,False,True
ZTE,nubia Z17 mini,ZTE,170.0,mid_range,2017.0,9.0,Available,155.0,5.2,70.1,424.0,1.7777777777777777,2950.0,18.0,567.3076923076923,19.032258064516128,6.0,64.0,1,1.0,13.0,1.0,16.0,0,0,0,4.0,0,1,IPS LCD,Li-Po,Android,1,1,1,1,1,1,1,5.0,1,0,1,1,1,1,0,39.21452665584111,23.06736862108301,28.333333333333332,2.65625,17.352941176470587,0,Mid-range,0.23067368621083006,13.739315788095876,300.0,1.6789313949002624,0.43333333333333335,280.3205001383856,110.32050013838563,0.3935513103177391,1.1343585918369168,0.12542345316532752,False,1.659819876542329,True,False,False,True
Nokia,6.2,Nokia,167.0,mid_range,2019.0,7.0,Available,180.0,6.3,82.5,400.0,2.111111111111111,3500.0,10.0,555.5555555555555,19.444444444444443,4.0,128.0,1,3.0,16.0,1.0,8.0,0,1,0,4.0,0,1,IPS LCD,Li-Po,Android,1,1,1,1,1,1,1,5.0,1,0,1,1,1,1,0,38.50692362369401,23.058038098020365,41.75,1.3046875,20.95808383233533,0,Mid-range,0.23058038098020364,13.739315788095876,300.0,1.6782522837125913,0.44333333333333336,267.20844902766163,100.20844902766163,0.3750197622579216,1.081257928587666,0.12542345316532752,False,1.6581596171167878,True,False,False,True
Huawei,Enjoy Z 5G,Huawei,220.0,mid_range,2020.0,6.0,Available,182.0,6.5,84.7,405.0,2.2222222222222223,4000.0,22.5,615.3846153846154,21.978021978021975,8.0,128.0,1,3.0,48.0,1.0,16.0,0,1,0,5.0,1,1,IPS LCD,Li-Po,Android,1,1,1,0,0,1,1,5.0,1,0,1,1,1,1,0,50.49574701541958,22.952612279736172,27.5,1.71875,18.181818181818183,2,Flagship,0.22952612279736173,11.47105764494602,500.0,2.000915084743625,0.56,290.26947114456806,70.26947114456806,0.24208357450574092,0.7389656429496301,0.10723173092094943,False,2.0761780866979036,True,False,False,True
QMobile,Noir X800,Other,110.0,budget,2014.0,12.0,Available,,4.7,64.9,312.0,1.7777777777777777,2000.0,,425.531914893617,,2.0,16.0,1,1.0,8.0,1.0,2.0,0,0,0,3.0,0,0,IPS LCD,Li-Ion,Android,1,1,1,0,1,1,1,2.0,0,0,1,0,1,0,0,24.94484190759629,22.67712900690572,55.0,6.875,18.181818181818183,1,Entry,0.2267712900690572,19.55453646636535,180.0,1.1596863492986074,0.3888888888888889,241.26190364423087,131.26190364423087,0.5440639473598452,1.6646437278532134,0.1772637802030422,True,0.33479222508040957,False,False,False,True
Xiaomi,Redmi Note,Xiaomi,120.0,budget,2014.0,12.0,Available,199.0,5.5,68.8,267.0,1.7777777777777777,3100.0,,563.6363636363636,15.57788944723618,2.0,8.0,1,1.0,13.0,1.0,5.0,0,0,0,3.0,0,0,IPS LCD,Li-Po,Android,1,1,1,0,1,1,1,4.0,0,0,1,1,1,1,0,26.913502559221904,22.427918799351588,60.0,15.0,25.833333333333332,1,Entry,0.22427918799351587,19.55453646636535,180.0,1.146941981362155,0.3333333333333333,262.71343537414964,142.71343537414964,0.5432285378587542,1.6620235733202755,0.1772637802030422,True,0.3080728760726264,False,False,False,True
Nokia,3.1,Nokia,150.0,budget,2018.0,8.0,Available,138.3,5.2,69.4,310.0,2.0,2990.0,,575.0,21.619667389732463,2.0,32.0,1,1.0,13.0,1.0,8.0,0,0,0,4.0,0,1,IPS LCD,Li-Ion,Android,1,1,1,1,1,1,1,4.0,0,0,1,1,1,1,0,33.093358281093145,22.062238854062095,75.0,4.6875,19.933333333333337,1,Entry,0.22062238854062097,19.55453646636535,180.0,1.128241464174316,0.16666666666666666,364.4747510659002,214.4747510659002,0.5884488580859784,1.8038512959754969,0.1772637802030422,True,0.2688660948607665,False,False,False,True
Xiaomi,Redmi K30,Xiaomi,229.7007,mid_range,2019.0,7.0,Available,208.0,6.67,84.8,395.0,2.2222222222222223,4500.0,27.0,674.6626686656672,21.634615384615383,8.0,256.0,1,4.0,64.0,2.0,20.0,0,1,0,4.0,0,1,IPS LCD,Li-Po,Android,1,1,1,1,1,1,1,5.0,1,0,1,1,1,1,0,50.38901808181245,21.93681520422552,28.7125875,0.897268359375,19.590710868534575,2,Flagship,0.2193681520422552,11.47105764494602,500.0,1.9123620404689152,0.5405986,340.3234807752267,110.62278077522669,0.32505186102127837,0.9410000879551249,0.10723173092094943,False,1.8924942829108586,True,False,False,True
Samsung,Galaxy A31,Samsung,213.435,mid_range,2020.0,6.0,Available,185.0,6.4,84.9,411.0,2.2222222222222223,5000.0,15.0,781.25,27.027027027027028,6.0,128.0,1,4.0,48.0,1.0,20.0,0,1,0,4.0,0,1,AMOLED,Li-Po,Android,1,1,1,1,1,1,1,6.0,1,0,1,1,1,1,0,46.733822583942136,21.89604450251465,35.5725,1.6674609375,23.426335886803944,2,Flagship,0.21896044502514647,11.47105764494602,500.0,1.9088078170509173,0.57313,347.54860403141515,134.11360403141515,0.3858844560897518,1.0891323454605446,0.10723173092094943,False,1.885121828555686,True,False,False,True
Samsung,Galaxy M21,Samsung,219.0,mid_range,2020.0,6.0,Available,188.0,6.4,84.2,403.0,2.1666666666666665,6000.0,15.0,937.5,31.91489361702128,6.0,128.0,1,3.0,48.0,1.0,20.0,0,1,0,4.0,0,1,AMOLED,Li-Po,Android,1,1,1,0,1,1,1,5.0,1,0,1,1,1,1,0,46.877658952513,21.40532372260868,36.5,1.7109375,27.3972602739726,2,Flagship,0.21405323722608677,11.47105764494602,500.0,1.8660287817522696,0.562,244.21232076887577,25.21232076887577,0.10323934799643825,0.40086879386294916,0.10723173092094943,False,1.796386133579246,True,False,False,True
Honor,20 lite (China),Honor,220.0,mid_range,2019.0,7.0,Available,171.5,6.3,83.3,418.0,2.2222222222222223,4000.0,20.0,634.9206349206349,23.323615160349853,8.0,128.0,1,3.0,48.0,1.0,16.0,0,1,0,4.0,0,1,AMOLED,Li-Po,Android,1,1,1,0,1,1,1,5.0,1,0,1,0,1,1,0,46.82289402279573,21.283133646725332,27.5,1.71875,18.181818181818183,2,Flagship,0.21283133646725333,11.47105764494602,500.0,1.8553767495103095,0.56,222.88638933582493,2.88638933582493,0.012950047530609781,0.18100709157105077,0.10723173092094943,False,1.7742908367287422,True,False,False,True
Xiaomi,Redmi Note 2,Xiaomi,160.0,mid_range,2015.0,11.0,Available,160.0,5.5,71.5,403.0,1.7777777777777777,3060.0,10.0,556.3636363636364,19.125,2.0,232.0,1,1.0,13.0,1.0,5.0,0,0,0,4.0,0,1,IPS LCD,Li-Po,Android,1,1,1,0,1,1,1,4.0,0,0,1,1,1,1,0,33.81762306327876,21.136014414549223,80.0,0.6896551724137931,19.125,0,Mid-range,0.21136014414549226,13.739315788095876,300.0,1.5383600421253911,0.4666666666666667,546.7167888436583,386.71678884365826,0.7073439059034378,2.0335060831592684,0.12542345316532752,True,1.3161575755193349,False,False,False,True
Honor,Play4,Honor,250.0,mid_range,2020.0,6.0,Available,213.0,6.81,83.9,386.0,2.2222222222222223,4300.0,22.5,631.424375917768,20.187793427230048,8.0,128.0,1,4.0,64.0,1.0,16.0,0,1,0,5.0,1,1,IPS LCD,Li-Po,Android,1,1,1,0,1,1,1,5.0,1,0,1,1,1,1,0,51.68361532854223,20.673446131416892,31.25,1.953125,17.2,2,Flagship,0.20673446131416892,11.47105764494602,500.0,1.8022266796405917,0.5,457.98364511904776,207.98364511904776,0.4541289789179802,1.2553132426842557,0.10723173092094943,False,1.6640427127350517,True,False,False,True
Amazon,Fire Phone,Other,160.0,mid_range,2014.0,12.0,Available,160.0,4.7,65.8,312.0,1.7777777777777777,2400.0,,510.6382978723404,15.0,2.0,64.0,0,1.0,13.0,1.0,2.1,1,0,0,4.0,0,1,IPS LCD,Li-Ion,Android,1,1,1,1,0,1,1,5.0,0,0,1,1,1,1,1,30.573390753501823,19.10836922093864,80.0,2.5,15.0,1,Entry,0.1910836922093864,19.55453646636535,180.0,0.977183440466915,0.1111111111111111,389.0926462255074,229.0926462255074,0.588786882630343,1.8049114665158184,0.1772637802030422,True,-0.0478363164310117,False,False,False,True
LG,Optimus G E975,LG,160.0,mid_range,2012.0,14.0,Discontinued,145.0,4.7,69.2,318.0,1.6666666666666667,2100.0,,446.80851063829783,14.482758620689657,2.0,32.0,0,1.0,13.0,1.0,1.3,0,0,0,4.0,0,1,IPS LCD,Li-Po,Android,1,1,1,1,1,1,1,4.0,0,0,1,1,1,1,0,28.651294816130253,17.90705926008141,80.0,5.0,13.125,1,Entry,0.1790705926008141,19.55453646636535,180.0,0.9157496159974096,0.1111111111111111,404.2363852737124,244.23638527371241,0.6041919880822643,1.8532275998941523,0.1772637802030422,True,-0.17663609724937385,False,False,False,True
Asus,Zenfone 3 Deluxe ZS570KL,Asus,230.0,mid_range,2016.0,10.0,Available,170.0,5.7,74.0,386.0,1.7777777777777777,3000.0,18.0,526.3157894736842,17.647058823529413,6.0,256.0,1,1.0,23.0,1.0,8.0,1,0,0,4.0,0,1,AMOLED,Li-Ion,Android,1,1,1,1,0,1,1,5.0,1,0,1,1,1,1,0,40.25743523981215,17.503232712961804,38.333333333333336,0.8984375,13.043478260869565,0,Mid-range,0.17503232712961805,13.739315788095876,300.0,1.2739522828441785,0.23333333333333334,623.7496755952382,393.74967559523816,0.6312623332741404,1.8155004446329468,0.12542345316532752,True,0.6697457912602675,False,False,False,True
